sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:48.414036,2023-03-10 10:29:48.414040,1678440588.414036,1678440588.41404,14.335211,14.335215,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:29:40.546349,2023-03-10 10:29:40.548169,1678440580.546349,1678440580.548169,6.467524,6.469344,0.001821,2,0,72,0,36,,36,,36.0,,316335.948,0.0,8,0,4,,4,,4.0,,0.0018198490142822266,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:52.510536,2023-03-10 10:29:52.510541,1678440592.510536,1678440592.510541,18.431711,18.431716,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:53.533902,2023-03-10 10:29:53.533906,1678440593.533902,1678440593.533906,19.455077,19.455081,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:29:43.926025,2023-03-10 10:29:43.926025,1678440583.926025,1678440583.926025,9.8472,9.8472,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.2,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.2,224.0.0.22,IPV4-2,2023-03-10 10:29:43.927860,2023-03-10 10:29:43.927860,1678440583.92786,1678440583.92786,9.849035,9.849035,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:54.557794,2023-03-10 10:29:54.557799,1678440594.557794,1678440594.557799,20.478969,20.478974,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.1,198.18.134.99,00:07:7c:88:6e:83,00:24:9b:6d:b8:89,198.18.134.1,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.371914,2023-03-10 10:29:43.371915,1678440583.371914,1678440583.371915,9.293089,9.29309,2e-06,0,2,0,72,,36,,36,,36.0,0.0,262762586.923,0,16,,8,,8,,8.0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
198.18.134.4,198.18.134.99,00:07:7c:29:de:61,00:24:9b:6d:b8:89,198.18.134.4,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.342041,2023-03-10 10:29:43.342043,1678440583.342041,1678440583.342043,9.263216,9.263218,3e-06,0,2,0,72,,36,,36,,36.0,0.0,198118654.742,0,16,,8,,8,,8.0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
198.18.134.6,198.18.134.99,00:07:7c:8c:43:63,00:24:9b:6d:b8:89,198.18.134.6,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.353596,2023-03-10 10:29:43.353597,1678440583.353596,1678440583.353597,9.274771,9.274772,2e-06,0,2,0,72,,36,,36,,36.0,0.0,294829079.321,0,16,,8,,8,,8.0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
198.18.134.3,198.18.134.99,00:07:7c:29:de:41,00:24:9b:6d:b8:89,198.18.134.3,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.362681,2023-03-10 10:29:43.362681,1678440583.362681,1678440583.362681,9.283856,9.283856,1e-06,0,2,0,72,,36,,36,,36.0,0.0,576000000.0,0,16,,8,,8,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
198.18.134.5,198.18.134.99,00:07:7c:8c:43:83,00:24:9b:6d:b8:89,198.18.134.5,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.377373,2023-03-10 10:29:43.377373,1678440583.377373,1678440583.377373,9.298548,9.298548,1e-06,0,2,0,72,,36,,36,,36.0,0.0,576000000.0,0,16,,8,,8,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
198.18.134.2,198.18.134.99,00:07:7c:88:6e:63,00:24:9b:6d:b8:89,198.18.134.2,198.18.134.99,IPV4-UDP,2023-03-10 10:29:43.381704,2023-03-10 10:29:43.381704,1678440583.381704,1678440583.381704,9.302879,9.302879,1e-06,0,1,0,36,,36,,36,,36.0,0.0,288000000.0,0,8,,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:58.654260,2023-03-10 10:29:58.654264,1678440598.65426,1678440598.654264,24.575435,24.575439,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:29:59.677617,2023-03-10 10:29:59.677619,1678440599.677617,1678440599.677619,25.598792,25.598794,3e-06,4,0,240,0,60,,60,,60.0,,660395515.808,0.0,0,0,0,,0,,0.0,,6.357828776041666e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:29:59.724995,2023-03-10 10:29:59.725623,1678440599.724995,1678440599.725623,25.64617,25.646798,0.000629,3,0,351,0,117,,117,,117.0,,4464267.705,0.0,0,0,0,,0,,0.0,,0.0003139972686767578,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:29:52.546521,2023-03-10 10:29:52.548413,1678440592.546521,1678440592.548413,18.467696,18.469588,0.001893,2,0,72,0,36,,36,,36.0,,304264.482,0.0,8,0,4,,4,,4.0,,0.00189208984375,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:00.701602,2023-03-10 10:30:00.701603,1678440600.701602,1678440600.701603,26.622777,26.622778,2e-06,4,0,240,0,60,,60,,60.0,,982763597.738,0.0,0,0,0,,0,,0.0,,3.178914388020833e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:04.798074,2023-03-10 10:30:04.798079,1678440604.798074,1678440604.798079,30.719249,30.719254,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:05.821607,2023-03-10 10:30:05.821611,1678440605.821607,1678440605.821611,31.742782,31.742786,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:29:55.446138,2023-03-10 10:29:55.446138,1678440595.446138,1678440595.446138,21.367313,21.367313,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.2,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.2,224.0.0.22,IPV4-2,2023-03-10 10:29:55.447903,2023-03-10 10:29:55.447903,1678440595.447903,1678440595.447903,21.369078,21.369078,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:06.845458,2023-03-10 10:30:06.845462,1678440606.845458,1678440606.845462,32.766633,32.766637,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:10.941857,2023-03-10 10:30:10.941861,1678440610.941857,1678440610.941861,36.863032,36.863036,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:11.965413,2023-03-10 10:30:11.965418,1678440611.965413,1678440611.965418,37.886588,37.886593,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:30:04.550327,2023-03-10 10:30:04.552281,1678440604.550327,1678440604.552281,30.471502,30.473456,0.001955,2,0,72,0,36,,36,,36.0,,294653.232,0.0,8,0,4,,4,,4.0,,0.0019538402557373047,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:12.989380,2023-03-10 10:30:12.989385,1678440612.98938,1678440612.989385,38.910555,38.91056,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:17.085600,2023-03-10 10:30:17.085604,1678440617.0856,1678440617.085604,43.006775,43.006779,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:18.109244,2023-03-10 10:30:18.109248,1678440618.109244,1678440618.109248,44.030419,44.030423,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:30:09.782114,2023-03-10 10:30:09.782114,1678440609.782114,1678440609.782114,35.703289,35.703289,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.2,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.2,224.0.0.22,IPV4-2,2023-03-10 10:30:09.784192,2023-03-10 10:30:09.784192,1678440609.784192,1678440609.784192,35.705367,35.705367,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:19.133219,2023-03-10 10:30:19.133223,1678440619.133219,1678440619.133223,45.054394,45.054398,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:23.230029,2023-03-10 10:30:23.230034,1678440623.230029,1678440623.230034,49.151204,49.151209,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
0.0.0.0,255.255.255.255,b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:30:11.581360,2023-03-10 10:30:11.581364,1678440611.58136,1678440611.581364,37.502535,37.502539,5e-06,4,0,1312,0,328,,328,,328.0,,2179991683.992,0.0,1200,0,300,,300,,300.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:24.253241,2023-03-10 10:30:24.253245,1678440624.253241,1678440624.253245,50.174416,50.17442,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
0.0.0.0,255.255.255.255,b8:27:eb:5b:50:19,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:30:25.204708,2023-03-10 10:30:25.204711,1678440625.204708,1678440625.204711,51.125883,51.125886,4e-06,4,0,1312,0,328,,328,,328.0,,2718450560.395,0.0,1200,0,300,,300,,300.0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MITM,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:30:16.551086,2023-03-10 10:30:16.552952,1678440616.551086,1678440616.552952,42.472261,42.474127,0.001867,2,0,72,0,36,,36,,36.0,,308499.446,0.0,8,0,4,,4,,4.0,,0.0018661022186279297,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
0.0.0.0,255.255.255.255,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:30:26.113885,2023-03-10 10:30:26.113889,1678440626.113885,1678440626.113889,52.03506,52.035064,5e-06,4,0,1312,0,328,,328,,328.0,,2077134251.92,0.0,1200,0,300,,300,,300.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MITM,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:25.277155,2023-03-10 10:30:25.277160,1678440625.277155,1678440625.27716,51.19833,51.198335,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:26.034922,2023-03-10 10:30:26.297964,1678440626.034922,1678440626.297964,51.956097,52.219139,0.263043,16,0,960,0,60,,60,,60.0,,29196.724,0.0,0,0,0,,0,,0.0,,0.017536147435506185,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,1,BAD-MITM
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:30:01.416926,2023-03-10 10:30:01.416926,1678440601.416926,1678440601.416926,27.338101,27.338101,1e-06,1,0,105,0,105,,105,,105.0,,840000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:88:6e:80,01:80:c2:00:00:0e,00:07:7c:88:6e:80,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:29:59.814603,2023-03-10 10:29:59.814603,1678440599.814603,1678440599.814603,25.735778,25.735778,1e-06,1,0,116,0,116,,116,,116.0,,928000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:29.373736,2023-03-10 10:30:29.373741,1678440629.373736,1678440629.373741,55.294911,55.294916,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:30:21.814065,2023-03-10 10:30:21.814065,1678440621.814065,1678440621.814065,47.73524,47.73524,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MITM,0,Normal
198.18.134.2,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.2,224.0.0.22,IPV4-2,2023-03-10 10:30:21.815874,2023-03-10 10:30:21.815874,1678440621.815874,1678440621.815874,47.737049,47.737049,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MITM,0,Normal
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:30:29.726082,2023-03-10 10:30:29.726812,1678440629.726082,1678440629.726812,55.647257,55.647987,0.000731,3,0,351,0,117,,117,,117.0,,3842368.367,0.0,0,0,0,,0,,0.0,,0.0003648996353149414,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:30.397214,2023-03-10 10:30:30.397218,1678440630.397214,1678440630.397218,56.318389,56.318393,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,0,Normal
b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:30:29.714133,2023-03-10 10:30:29.769803,1678440629.714133,1678440629.769803,55.635308,55.690978,0.055671,8,0,480,0,60,,60,,60.0,,68976.638,0.0,0,0,0,,0,,0.0,,0.00795286042349679,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MITM,1,BAD-MITM
